plugin,formid,editor_id,modding_use,detail_status,validation
Dawnguard.esm,Dawnguard.esm:0088E5,DLC1LDIceDragonFight,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:019DD2,DLC1LDIceDragonFight02,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:015AA3,DLC1NPCCommentary01,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:015AA4,DLC1NPCCommentary02,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:015AA5,DLC1NPCCommentary03,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:002B6E,DLC1NPCMentalModel,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:003BC0,DLC1NPCMonitoringPlayer,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:008E51,DLC1PlayerFactionRelation,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:00A2A9,DLC1PlayerVampirePowerItems,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:0071D0,DLC1PlayerVampireQuest,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:004C1C,DLC1Radiant,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:0132CC,DLC1RadiantAttackGuardComments,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:01574C,DLC1RadiantDisguised,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:00420E,DLC1RadiantDisguisedVampireLordSpawner,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:00F899,DLC1RegiftingLycanthropy,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:005E4A,DLC1RH01,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:005E53,DLC1RH02,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:005E58,DLC1RH03,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:006952,DLC1RH04,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:006BAC,DLC1RH05,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:007201,DLC1RH06,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:007EC5,DLC1RH07,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:015017,DLC1RH08,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:0190C3,DLC1RNPCClickedHellos,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:0190C2,DLC1RNPCGeneralHellos,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:004C1B,DLC1RV01,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:004C30,DLC1RV01AssaultMonitorNOTUSING,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:004C2E,DLC1RV01KillActorMonitor,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:0050B9,DLC1RV02,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:0050BD,DLC1RV03,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:0050C1,DLC1RV03KillActorMonitor,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:0056FD,DLC1RV04,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:005702,DLC1RV05,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:0058CA,DLC1RV06,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:00A29C,DLC1RV07,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:01434C,DLC1RV07Post,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:00CE06,DLC1RV08,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:00CE0B,DLC1RV09,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:019938,DLC1RV10,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:0041CF,DLC1ScoutPatrol,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:011A83,DLC1ScrollHandling,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:012F92,DLC1ScrollHandlingChangeLoc,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:005044,DLC1SeranaCureSelfQuest,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:016072,DLC1SoulCairnDialogue,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:016352,DLC1SoulCairnHuskMerchant,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:00697C,DLC1Surgery,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:0162F8,DLC1ThrallDialogue,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:00594C,DLC1VampireBaseIntro,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:014CB9,DLC1VampireFeedBystander,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:0071D2,DLC1VampireLordTrackingQuest,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:00BF73,DLC1VampireMesmerize,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:008E3B,DLC1VampireSleep,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:00588C,DLC1VampireTurn,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:01909F,DLC1VampireTutorial,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:01A428,DLC1VCController,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:00D90E,DLC1VQ00,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:00D90B,DLC1VQ00ChangeLocation,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:00352A,DLC1VQ01,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:00D06C,DLC1VQ01MiscObjective,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:00E6A7,DLC1VQ01RNPC,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:002F65,DLC1VQ02,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:015AA7,DLC1VQ02RNPC,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:0098CB,DLC1VQ03Hunter,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:00F363,DLC1VQ03RNPC,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:004C3D,DLC1VQ03Vampire,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:00284F,DLC1VQ04,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:016673,DLC1VQ04RNPC,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:002850,DLC1VQ05,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:00D2D5,DLC1VQ05DragonFight,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:015A16,DLC1VQ05Post,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:0176C2,DLC1VQ05RNPC,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:00EA41,DLC1VQ05SoulGemHandler,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:002852,DLC1VQ06,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:0176C3,DLC1VQ06RNPC,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:002853,DLC1VQ07,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:01681C,DLC1VQ07Combat,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:015A68,DLC1VQ07Post,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:0176C4,DLC1VQ07RNPC,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:007C25,DLC1VQ08,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:01A8BB,DLC1VQ08HunterMove,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:01A1C1,DLC1VQ08Post,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:004BBF,DLC1VQ08RNPC,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
Dawnguard.esm,Dawnguard.esm:01A415,DLC1VQCastleGuard,Dawnguard/vampire/Arkay-Stendarr candidate,scan-only; read specific quest records before implementing stage hooks,candidate-scan
