plugin,formid,editor_id,modding_use,detail_status,validation
Dawnguard.esm,Dawnguard.esm:00504E,DLC1SeranaCureKeywordRemovalList,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:00504F,DLC1SeranaCureSpellRemovalList,magic/effect record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:00515F,DLC1SoulCairnWispSpellsList,magic/effect record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:00EB57,DLC1SoulCairnWispSpellsListDG,magic/effect record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:00EBA4,DLC1SoulCairnWispSpellsListVAMP,magic/effect record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:01A688,DLC1TrapGasMagicDrawn,magic/effect record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:01A686,DLC1TrapGasOnEnter,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:01A687,DLC1TrapGasOnHit,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:01A689,DLC1TrapGasOnMagicEffectApply,magic/effect record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:01A685,DLC1trapGasWeapon,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:0117F3,DLC1TrollVoices,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:00989F,DLC1VampireHateFactions,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:019AD9,DLC1VampireSpellsPowers,magic/effect record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:005E57,DLC1VoicesNonUnique,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:0162F6,DLC1VoicesThralls,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:014FAD,DLC1VoicesUnique,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:017A06,DLC1VQ03Innkeepers,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:0059DB,DLC1VQ03MothpriestCombatStack,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:0110CA,DLC1VQ08AgmaerStormTheCastleOverrideStack,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:0110CB,DLC1VQ08BelevalStormTheCastleOverrideStack,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:0110CC,DLC1VQ08CelannStormTheCastleOverrideStack,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:0110CD,DLC1VQ08DurakStormTheCastleOverrideStack,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:011E2F,DLC1VQ08flBossRoomTrackingList,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:0110CE,DLC1VQ08FlorentiusStormTheCastleOverrideStack,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:011190,DLC1VQ08GunmarStormTheCastleOverrideStack,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:011192,DLC1VQ08IngjardStormTheCastleOverrideStack,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:0110C8,DLC1VQ08IsranStormTheCastleOverrideStack,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:011193,DLC1VQ08SorineStormTheCastleOverrideStack,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:0111A2,DLC1VQ08VCuSithStormTheCastleOverrideStack,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:0111A3,DLC1VQ08VFeranStormTheCastleOverrideStack,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:0111A5,DLC1VQ08VFuraStormTheCastleOverrideStack,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:0111A4,DLC1VQ08VGaranStormTheCastleOverrideStack,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:0111A6,DLC1VQ08VGarmrStormTheCastleOverrideStack,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:0111A7,DLC1VQ08VHestlaStormTheCastleOverrideStack,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:0123CF,DLC1VQ08VModhnaStormTheCastleOverrideStack,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:0123D2,DLC1VQ08VNamasurStormTheCastleOverrideStack,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:0111A8,DLC1VQ08VOrthjolfStormTheCastleOverrideStack,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:0111AE,DLC1VQ08VRargalStormTheCastleOverrideStack,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:0111AF,DLC1VQ08VRonthilStormTheCastleOverrideStack,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:0111B2,DLC1VQ08VSaloniaStormTheCastleOverrideStack,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:011278,DLC1VQ08VStalfStormTheCastleOverrideStack,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:011342,DLC1VQ08VVignalmoStormTheCastleOverrideStack,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:006765,FemaleEvenTonedList,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Skyrim.esm:0E7BED,HairColorList,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Skyrim.esm:0A803F,HeadPartsAllRacesMinusBeast,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:003785,HeadPartsHighElfSnow,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:00E88D,HeadPartsSerana,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Skyrim.esm:000163,HelpManualPC,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Skyrim.esm:000165,HelpManualXBox,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:019ABE,PortalGemKeyList,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Update.esm:00099B,RidableWorldSpaces,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:002844,SoulGemsEmpty,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:0034F6,Vo,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:0034E9,VoicesMaleEvenTonedAccented,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dawnguard.esm,Dawnguard.esm:0034F3,VoicesMaleSlyCynical,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:029740,defaultHoldPositionLinkCustom02_128UntilReleasedList,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:01737B,DLC1DBDunStatueArrowList,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:01FE8F,DLC2AltarSkillMessagesPlural,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:039D9A,DLC2AltarSkillMessagesSingular,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:01DC06,DLC2ApoWaterDamageLocationsList,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:03842A,DLC2AshSpawnAttackCombatOverrideList,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:02622C,DLC2BanditVoices,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:0317D1,DLC2BilgemuckFood,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:03CA7F,DLC2BoatRideDispelList,magic/effect record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:028242,DLC2CRGiantVoiceKarstaagList,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:033C8A,DLC2DRAllowedSpells,magic/effect record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:01FF35,DLC2DremoraVendorExclusion,vendor/economy record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:033C8B,DLC2DRRestrictedSpells,magic/effect record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:0324E4,DLC2dunBloodskalBarrowtrapSoulGems,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:03B564,DLC2dunFrostmoonCombatList,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:03805B,DLC2dunHaknirCombatList,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:025E12,DLC2dunKarstaagSummonWorldSpaces,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:03A2BC,DLC2dunKolbjornAhzidalHoldPositionList,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:034092,DLC2dunKolbjornHoldPositionListEMPTY,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:03D503,DLC2dunTT2IldariHoldPositionList,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:03D290,DLC2EbonyWarriorEquipment,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:01DA1D,DLC2ExpSpiderCraftingBooksListDYNAMIC,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:01DA1B,DLC2ExpSpiderCraftingBooksListSTATIC,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:017060,DLC2ExpSpiderCraftingRecipesList,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:017061,DLC2ExpSpiderCraftingResultsList,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:017066,DLC2ExpSpiderCrftRecipeFireBomb,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:01DA05,DLC2ExpSpiderCrftRecipeFireBomb2x,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:019528,DLC2ExpSpiderCrftRecipeFireCloak,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:01DA02,DLC2ExpSpiderCrftRecipeFireCloak2x,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:019527,DLC2ExpSpiderCrftRecipeFireJumping,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:01DA06,DLC2ExpSpiderCrftRecipeFireJumping2x,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:026D45,DLC2ExpSpiderCrftRecipeFrostBomb,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:026D46,DLC2ExpSpiderCrftRecipeFrostBomb2x,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:026D47,DLC2ExpSpiderCrftRecipeFrostCloak,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:026D48,DLC2ExpSpiderCrftRecipeFrostCloak2x,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:026D49,DLC2ExpSpiderCrftRecipeFrostJumping,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:026D4A,DLC2ExpSpiderCrftRecipeFrostJumping2x,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:027497,DLC2ExpSpiderCrftRecipeGlowing,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:027499,DLC2ExpSpiderCrftRecipeOil,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:0274A2,DLC2ExpSpiderCrftRecipePackmule,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:01952E,DLC2ExpSpiderCrftRecipePoisonBomb,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:01DA07,DLC2ExpSpiderCrftRecipePoisonBomb2x,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:01DA01,DLC2ExpSpiderCrftRecipePoisonCloak,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:01DA08,DLC2ExpSpiderCrftRecipePoisonCloak2x,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:017065,DLC2ExpSpiderCrftRecipePoisonJumping,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:01DA09,DLC2ExpSpiderCrftRecipePoisonJumping2x,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:026D5B,DLC2ExpSpiderCrftRecipeShockBomb,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:026D5C,DLC2ExpSpiderCrftRecipeShockBomb2x,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:026D5D,DLC2ExpSpiderCrftRecipeShockCloak,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:026D5E,DLC2ExpSpiderCrftRecipeShockCloak2x,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:026D5F,DLC2ExpSpiderCrftRecipeShockJumping,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:026D60,DLC2ExpSpiderCrftRecipeShockJumping2x,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:01952F,DLC2ExpSpiderCrftRecipeZombie,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:033192,DLC2ExpSpiderCrftResultFireBomb1x,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:01DA0B,DLC2ExpSpiderCrftResultFireBomb2x,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:033193,DLC2ExpSpiderCrftResultFireCloak1x,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:01DA04,DLC2ExpSpiderCrftResultFireCloak2x,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:033194,DLC2ExpSpiderCrftResultFireJumping1x,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:01DA0A,DLC2ExpSpiderCrftResultFireJumping2x,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:033195,DLC2ExpSpiderCrftResultFrostBomb1x,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:026D4B,DLC2ExpSpiderCrftResultFrostBomb2x,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:033196,DLC2ExpSpiderCrftResultFrostCloak1x,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:026D4C,DLC2ExpSpiderCrftResultFrostCloak2x,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:033197,DLC2ExpSpiderCrftResultFrostJumping1x,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:026D4D,DLC2ExpSpiderCrftResultFrostJumping2x,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:033198,DLC2ExpSpiderCrftResultPoisonBomb1x,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:01DA0E,DLC2ExpSpiderCrftResultPoisonBomb2x,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:033199,DLC2ExpSpiderCrftResultPoisonCloak1x,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:01DA0D,DLC2ExpSpiderCrftResultPoisonCloak2x,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:03319A,DLC2ExpSpiderCrftResultPoisonJumping1x,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:01DA0C,DLC2ExpSpiderCrftResultPoisonJumping2x,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:03319B,DLC2ExpSpiderCrftResultShockBomb1x,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:026D61,DLC2ExpSpiderCrftResultShockBomb2x,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:03319C,DLC2ExpSpiderCrftResultShockCloak1x,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:026D62,DLC2ExpSpiderCrftResultShockCloak2x,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:03319D,DLC2ExpSpiderCrftResultShockJumping1x,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:026D63,DLC2ExpSpiderCrftResultShockJumping2x,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:0390FD,DLC2GenericHoldPosVar07CombatOverrideList,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:0260A5,DLC2KagrumezSphereFight1Override,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:03CE47,DLC2MQ06DragonCombatOverrideList,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:023F69,DLC2MQ06MiraakCombatOverideList,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:03481D,DLC2MQ06TeleportTargetFL,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:01FE87,DLC2PerksAlchemy,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:01FEA8,DLC2PerksAlteration,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:01FEAF,DLC2PerksArchery,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:01FEAC,DLC2PerksBlock,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
Dragonborn.esm,Dragonborn.esm:01FE95,DLC2PerksConjuration,curated record set,scan-only; use detailed candidate table or local xEdit/CK inspection for items,candidate-scan
