plugin,record_type,formid,editor_id,modding_use,detail_status,validation
Dawnguard.esm,LVLI,Dawnguard.esm:00E90F,DLC1LItemEnchWeaponBattleAxeSpecial,leveled item distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:00E903,DLC1LItemEnchWeaponBowSpecial,leveled item distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:00E90E,DLC1LItemEnchWeaponSwordSpecial,leveled item distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:015CB7,DLC1LItemFalmerBootsHeavy25,encounter/distribution signal candidate,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:015CB6,DLC1LItemFalmerCuriassHeavy75,encounter/distribution signal candidate,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:015CB8,DLC1LItemFalmerGauntletsHeavy25,encounter/distribution signal candidate,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:00E8E1,DLC1LItemFalmerHelmetHeavy100,encounter/distribution signal candidate,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:00CD5A,DLC1LItemGargoyleMineralsRaw100,leveled item distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:01913D,DLC1LItemGargoyleMineralsRaw75,leveled item distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:01A17E,DLC1LItemKeeperBowWeapon,leveled item distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:01A178,DLC1LItemKeeperShieldWeapon,leveled item distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:01A185,DLC1LItemKeeperSwordWeapon,leveled item distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:011BDB,DLC1LItemSoulCairnIngredientsDrop,leveled item distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:011D64,DLC1LitemStaffFalmer00,encounter/distribution signal candidate,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:011D65,DLC1LItemStaffFalmer25,encounter/distribution signal candidate,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:011D66,DLC1LItemStaffFalmer50,encounter/distribution signal candidate,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:006777,DLC1LItemVampireCuirass,encounter/distribution signal candidate,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:00F1A9,DLC1LItemWeaponCrossBowEnhancedGated,leveled item distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:00D0EC,DLC1LItemWeaponDawnguardCrossbowLoot75Gated,loot/reward distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:00F1AA,DLC1LItemWeaponDwarvenCrossBowEnhancedGated,leveled item distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:00F1A2,DLC1LItemWeaponDwarvenCrossBowGated,leveled item distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:015CB5,DLC1LItemWeaponFalmerShaman,encounter/distribution signal candidate,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:011D67,DLC1LootBoltDwarven75,loot/reward distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:01095F,DLC1LootDragonDaedric25,loot/reward distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:010962,DLC1LootDragonDaedricArrows,loot/reward distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:01868D,DLC1LootElvenArrows25,loot/reward distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:014751,DLC1LootFrostGiantHides50,loot/reward distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:011D68,DLC1LootSphereBolts,loot/reward distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:018EF5,DLC1RadiantReward,loot/reward distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:006BB2,DLC1RH05DwarvenScrap,leveled item distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:0050C9,DLC1RV03HunterArmor,leveled item distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:00570A,DLC1RV05RemainsList,leveled item distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:00D0E9,DLC1SublistEnchCrossbowFire,leveled item distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:00D0E8,DLC1SublistEnchCrossbowMagicka,leveled item distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:00D0E7,DLC1SublistEnchCrossbowShock,leveled item distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:00D0E6,DLC1SublistEnchCrossbowSoulTrap,leveled item distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:00D0E5,DLC1SublistEnchCrossbowTurn,leveled item distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:00D0E3,DLC1SublistEnchDwarvenCrossbowFire,leveled item distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:00D0E2,DLC1SublistEnchDwarvenCrossbowMagicka,leveled item distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:00D0E1,DLC1SublistEnchDwarvenCrossbowParalyze,leveled item distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:00D0E0,DLC1SublistEnchDwarvenCrossbowShock,leveled item distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:00D0DF,DLC1SublistEnchDwarvenCrossbowSoulTrap,leveled item distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:00D0DE,DLC1SublistEnchDwarvenCrossbowTurn,leveled item distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:015CCA,DLC1SublistEnchVampireRobesConjuration,encounter/distribution signal candidate,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:015CC9,DLC1SublistEnchVampireRobesDestruction,encounter/distribution signal candidate,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:015CCB,DLC1SublistEnchVampireRobesStandard,encounter/distribution signal candidate,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:00FF38,DLC1SublistKeeperArrows,leveled item distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:01A31F,DLC1SublistKeeperBow,leveled item distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:01A31D,DLC1SublistKeeperShield,leveled item distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:01A31E,DLC1SublistKeeperSword,leveled item distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:015CB4,DLC1SublistStaffDestructionFalmer,encounter/distribution signal candidate,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:012491,DLC1VendorElvenArrows,vendor/economy distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:003988,DLC1VendorGadgetsSorineJurardBolts75,vendor/economy distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:014CF7,DLC1VendorGadgetsSorineJurardBoltsDwarvenGated75,vendor/economy distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:00F1AF,DLC1VendorGadgetsSorineJurardBoltsEnhanced,vendor/economy distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:00F1B2,DLC1VendorGadgetsSorineJurardBoltsEnhanced25,vendor/economy distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:00F1A8,DLC1VendorGadgetsSorineJurardCrossBow,vendor/economy distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:014CA1,DLC1WrathmanSummonedWeapon2H,leveled item distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:01421E,LItemDawnguardWarAxe,leveled item distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Dawnguard.esm:01421C,LItemDawnguardWeaponAny,leveled item distribution reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Skyrim.esm:106D0D,LItemEnchVampireRobes,encounter/distribution signal candidate,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLI,Skyrim.esm:10C6ED,LItemVampireAttire,encounter/distribution signal candidate,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLN,Dawnguard.esm:01513E,DLC1_BF_LCharFrostAtronachBoss,leveled actor population reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLN,Dawnguard.esm:01511A,DLC1_BF_LCharFrozenChaurus,leveled actor population reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLN,Dawnguard.esm:015124,DLC1_BF_LCharFrozenFalmer,leveled actor population reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLN,Dawnguard.esm:015126,DLC1_BF_LCharFrozenShaman,leveled actor population reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLN,Dawnguard.esm:018067,DLC1LCharCastleThrall,leveled actor population reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLN,Dawnguard.esm:0029A2,DLC1LCharChaurusHunter,leveled actor population reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLN,Dawnguard.esm:002B60,DLC1LCharChaurusHunterAmbushPodMelee,leveled actor population reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLN,Dawnguard.esm:002B5F,DLC1LCharChaurusHunterAmbushPodMissile,leveled actor population reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLN,Dawnguard.esm:002B5E,DLC1LCharChaurusHunterAmbushPodShaman,leveled actor population reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLN,Dawnguard.esm:002B5D,DLC1LCharChaurusHunterAmbushPodSpellsword,leveled actor population reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLN,Dawnguard.esm:00843E,DLC1LCharChaurusNoHunter,leveled actor population reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLN,Dawnguard.esm:010E9A,DLC1LCharDragonIceLake,leveled actor population reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLN,Dawnguard.esm:00D0BB,DLC1LCharTrollArmored,leveled actor population reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLN,Dawnguard.esm:01981F,DLC1LCharTrollArmoredTamed,leveled actor population reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLN,Dawnguard.esm:00D0A4,DLC1LCharVampire00FCondescending,leveled actor population reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLN,Dawnguard.esm:00D09C,DLC1LCharVampire00FSultry,leveled actor population reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLN,Dawnguard.esm:00F500,DLC1LCharVampire00FVampire,leveled actor population reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLN,Dawnguard.esm:00D0A5,DLC1LCharVampire01FCondescending,leveled actor population reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLN,Dawnguard.esm:00D09D,DLC1LCharVampire01FSultry,leveled actor population reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLN,Dawnguard.esm:00F501,DLC1LCharVampire01FVampire,leveled actor population reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLN,Dawnguard.esm:00D0A6,DLC1LCharVampire02FCondescending,leveled actor population reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLN,Dawnguard.esm:00D09E,DLC1LCharVampire02FSultry,leveled actor population reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLN,Dawnguard.esm:00F502,DLC1LCharVampire02FVampire,leveled actor population reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLN,Dawnguard.esm:00D0A7,DLC1LCharVampire03FCondescending,leveled actor population reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLN,Dawnguard.esm:00D09F,DLC1LCharVampire03FSultry,leveled actor population reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLN,Dawnguard.esm:00F503,DLC1LCharVampire03FVampire,leveled actor population reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLN,Dawnguard.esm:00D0A8,DLC1LCharVampire04FCondescending,leveled actor population reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLN,Dawnguard.esm:00D0A0,DLC1LCharVampire04FSultry,leveled actor population reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLN,Dawnguard.esm:00F504,DLC1LCharVampire04FVampire,leveled actor population reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLN,Dawnguard.esm:00D0A9,DLC1LCharVampire05FCondescending,leveled actor population reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLN,Dawnguard.esm:00D0A1,DLC1LCharVampire05FSultry,leveled actor population reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLN,Dawnguard.esm:00F505,DLC1LCharVampire05FVampire,leveled actor population reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLN,Dawnguard.esm:00D0AA,DLC1LCharVampire06FCondescending,leveled actor population reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLN,Dawnguard.esm:00D0A2,DLC1LCharVampire06FSultry,leveled actor population reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLN,Dawnguard.esm:00F506,DLC1LCharVampire06FVampire,leveled actor population reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLN,Dawnguard.esm:002836,DLC1LCharVampire07,leveled actor population reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
Dawnguard.esm,LVLN,Dawnguard.esm:00D0AB,DLC1LCharVampire07FCondescending,leveled actor population reference,scan-only; use detailed candidate table or local xEdit/CK inspection for entries,candidate-scan
