plugin,record_type,formid,editor_id,name,keywords,flags,value,weight,semantic_tag_candidate,validation
Dragonborn.esm,ALCH,Dragonborn.esm:01CD7D,DLC2NetchPoison,,VendorItemPoison (Skyrim.esm:08CDED),Poison,21,0.5,SkyrimRef_PoisonCandidate,candidate-extracted
Dragonborn.esm,ALCH,Dragonborn.esm:01AADD,DLC2RestoreAll01,,VendorItemPotion (Skyrim.esm:08CDEC),0,31,0.5,SkyrimRef_CraftLaborCandidate,candidate-extracted
Dragonborn.esm,ALCH,Dragonborn.esm:01AADE,DLC2RestoreAll02,,VendorItemPotion (Skyrim.esm:08CDEC),0,82,0.5,SkyrimRef_CraftLaborCandidate,candidate-extracted
Dragonborn.esm,ALCH,Dragonborn.esm:01AADF,DLC2RestoreAll03,,VendorItemPotion (Skyrim.esm:08CDEC),0,139,0.5,SkyrimRef_CraftLaborCandidate,candidate-extracted
Dragonborn.esm,ALCH,Dragonborn.esm:01AAE0,DLC2RestoreAll04,,VendorItemPotion (Skyrim.esm:08CDEC),0,195,0.5,SkyrimRef_CraftLaborCandidate,candidate-extracted
Dragonborn.esm,ALCH,Dragonborn.esm:01AAE1,DLC2RestoreAll05,,VendorItemPotion (Skyrim.esm:08CDEC),0,238,0.5,SkyrimRef_CraftLaborCandidate,candidate-extracted
Dragonborn.esm,ALCH,Dragonborn.esm:01AAE2,DLC2RestoreAll06,,VendorItemPotion (Skyrim.esm:08CDEC),0,269,0.5,SkyrimRef_CraftLaborCandidate,candidate-extracted
Dragonborn.esm,ALCH,Skyrim.esm:0EBA02,FoodCabbageSoup,,VendorItemFood (Skyrim.esm:08CDEA),"NoAutoCalc, FoodItem",5,0.5,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
Dragonborn.esm,ARMO,Dragonborn.esm:0275B6,DLC2dunFrostmoonRingBloodlust,,ArmorJewelry (Skyrim.esm:06BBE9); VendorItemJewelry (Skyrim.esm:08F95A); ClothingRing (Skyrim.esm:10CD09); MagicDisallowEnchanting (Skyrim.esm:0C27BD); JewelryExpensive (Skyrim.esm:0A8664),,1500,0.25,SkyrimRef_CraftLaborCandidate,candidate-extracted
Dragonborn.esm,ARMO,Dragonborn.esm:0275B9,DLC2dunFrostmoonRingHunt,,ArmorJewelry (Skyrim.esm:06BBE9); VendorItemJewelry (Skyrim.esm:08F95A); JewelryExpensive (Skyrim.esm:0A8664); ClothingRing (Skyrim.esm:10CD09); MagicDisallowEnchanting (Skyrim.esm:0C27BD),,3500,0.25,SkyrimRef_CraftLaborCandidate,candidate-extracted
Dragonborn.esm,ARMO,Dragonborn.esm:0275B7,DLC2dunFrostmoonRingInstinct,,ArmorJewelry (Skyrim.esm:06BBE9); VendorItemJewelry (Skyrim.esm:08F95A); ClothingRing (Skyrim.esm:10CD09); MagicDisallowEnchanting (Skyrim.esm:0C27BD); JewelryExpensive (Skyrim.esm:0A8664),,3000,0.25,SkyrimRef_CraftLaborCandidate,candidate-extracted
Dragonborn.esm,ARMO,Dragonborn.esm:0275B8,DLC2dunFrostmoonRingMoon,,ArmorJewelry (Skyrim.esm:06BBE9); VendorItemJewelry (Skyrim.esm:08F95A); ClothingRing (Skyrim.esm:10CD09); MagicDisallowEnchanting (Skyrim.esm:0C27BD); JewelryExpensive (Skyrim.esm:0A8664),,2250,0.25,SkyrimRef_CraftLaborCandidate,candidate-extracted
Dragonborn.esm,ARMO,Dragonborn.esm:0284DE,DLC2EnchArmorBonemoldGauntletsAlteration01,,ArmorHeavy (Skyrim.esm:06BBD2); VendorItemArmor (Skyrim.esm:08F959); ArmorGauntlets (Skyrim.esm:06C0EF); DLC2ArmorMaterialBonemoldHeavy (Dragonborn.esm:024101),,15,3.5,SkyrimRef_CraftLaborCandidate,candidate-extracted
Dragonborn.esm,ARMO,Dragonborn.esm:0284DF,DLC2EnchArmorBonemoldGauntletsAlteration02,,ArmorHeavy (Skyrim.esm:06BBD2); VendorItemArmor (Skyrim.esm:08F959); ArmorGauntlets (Skyrim.esm:06C0EF); DLC2ArmorMaterialBonemoldHeavy (Dragonborn.esm:024101),,15,3.5,SkyrimRef_CraftLaborCandidate,candidate-extracted
Dragonborn.esm,ARMO,Dragonborn.esm:0284E0,DLC2EnchArmorBonemoldGauntletsAlteration03,,ArmorHeavy (Skyrim.esm:06BBD2); VendorItemArmor (Skyrim.esm:08F959); ArmorGauntlets (Skyrim.esm:06C0EF); DLC2ArmorMaterialBonemoldHeavy (Dragonborn.esm:024101),,15,3.5,SkyrimRef_CraftLaborCandidate,candidate-extracted
Dragonborn.esm,ARMO,Dragonborn.esm:029163,DLC2EnchArmorChitinHeavyCuirassAlteration02,,ArmorHeavy (Skyrim.esm:06BBD2); VendorItemArmor (Skyrim.esm:08F959); ArmorCuirass (Skyrim.esm:06C0EC); DLC2ArmorMaterialChitinHeavy (Dragonborn.esm:024103),,625,35,SkyrimRef_CraftLaborCandidate,candidate-extracted
Dragonborn.esm,ARMO,Dragonborn.esm:029164,DLC2EnchArmorChitinHeavyCuirassAlteration03,,ArmorHeavy (Skyrim.esm:06BBD2); VendorItemArmor (Skyrim.esm:08F959); ArmorCuirass (Skyrim.esm:06C0EC); DLC2ArmorMaterialChitinHeavy (Dragonborn.esm:024103),,625,35,SkyrimRef_CraftLaborCandidate,candidate-extracted
Dragonborn.esm,ARMO,Dragonborn.esm:029165,DLC2EnchArmorChitinHeavyCuirassAlteration04,,ArmorHeavy (Skyrim.esm:06BBD2); VendorItemArmor (Skyrim.esm:08F959); ArmorCuirass (Skyrim.esm:06C0EC); DLC2ArmorMaterialChitinHeavy (Dragonborn.esm:024103),,625,35,SkyrimRef_CraftLaborCandidate,candidate-extracted
Dragonborn.esm,ARMO,Dragonborn.esm:028FF0,DLC2EnchArmorChitinLightCuirassAlteration02,,ArmorLight (Skyrim.esm:06BBD3); VendorItemArmor (Skyrim.esm:08F959); ArmorCuirass (Skyrim.esm:06C0EC); DLC2ArmorMaterialChitinLight (Dragonborn.esm:024102),,225,4,SkyrimRef_CraftLaborCandidate,candidate-extracted
Dragonborn.esm,ARMO,Dragonborn.esm:028FF1,DLC2EnchArmorChitinLightCuirassAlteration03,,ArmorLight (Skyrim.esm:06BBD3); VendorItemArmor (Skyrim.esm:08F959); ArmorCuirass (Skyrim.esm:06C0EC); DLC2ArmorMaterialChitinLight (Dragonborn.esm:024102),,225,4,SkyrimRef_CraftLaborCandidate,candidate-extracted
Dragonborn.esm,ARMO,Dragonborn.esm:028FF2,DLC2EnchArmorChitinLightCuirassAlteration04,,ArmorLight (Skyrim.esm:06BBD3); VendorItemArmor (Skyrim.esm:08F959); ArmorCuirass (Skyrim.esm:06C0EC); DLC2ArmorMaterialChitinLight (Dragonborn.esm:024102),,225,4,SkyrimRef_CraftLaborCandidate,candidate-extracted
Dragonborn.esm,ARMO,Dragonborn.esm:0291B0,DLC2EnchArmorNordicHeavyCuirassAlteration03,,ArmorHeavy (Skyrim.esm:06BBD2); VendorItemArmor (Skyrim.esm:08F959); ArmorCuirass (Skyrim.esm:06C0EC); DLC2ArmorMaterialNordicHeavy (Dragonborn.esm:024105); Survival_ArmorWarm (Update.esm:002ED9),,1000,37,SkyrimRef_CraftLaborCandidate,candidate-extracted
Dragonborn.esm,ARMO,Dragonborn.esm:0291B1,DLC2EnchArmorNordicHeavyCuirassAlteration04,,ArmorHeavy (Skyrim.esm:06BBD2); VendorItemArmor (Skyrim.esm:08F959); ArmorCuirass (Skyrim.esm:06C0EC); DLC2ArmorMaterialNordicHeavy (Dragonborn.esm:024105); Survival_ArmorWarm (Update.esm:002ED9),,1000,37,SkyrimRef_CraftLaborCandidate,candidate-extracted
Dragonborn.esm,ARMO,Dragonborn.esm:0291B2,DLC2EnchArmorNordicHeavyCuirassAlteration05,,ArmorHeavy (Skyrim.esm:06BBD2); VendorItemArmor (Skyrim.esm:08F959); ArmorCuirass (Skyrim.esm:06C0EC); DLC2ArmorMaterialNordicHeavy (Dragonborn.esm:024105); Survival_ArmorWarm (Update.esm:002ED9),,1000,37,SkyrimRef_CraftLaborCandidate,candidate-extracted
Dragonborn.esm,ARMO,Dragonborn.esm:02920C,DLC2EnchArmorStalhrimHeavyCuirassAlteration04,,ArmorHeavy (Skyrim.esm:06BBD2); VendorItemArmor (Skyrim.esm:08F959); ArmorCuirass (Skyrim.esm:06C0EC); DLC2ArmorMaterialStalhrimHeavy (Dragonborn.esm:024106); Survival_ArmorWarm (Update.esm:002ED9),,2125,38,SkyrimRef_CraftLaborCandidate,candidate-extracted
Dragonborn.esm,ARMO,Dragonborn.esm:02920D,DLC2EnchArmorStalhrimHeavyCuirassAlteration05,,ArmorHeavy (Skyrim.esm:06BBD2); VendorItemArmor (Skyrim.esm:08F959); ArmorCuirass (Skyrim.esm:06C0EC); DLC2ArmorMaterialStalhrimHeavy (Dragonborn.esm:024106); Survival_ArmorWarm (Update.esm:002ED9),,2125,38,SkyrimRef_CraftLaborCandidate,candidate-extracted
Dragonborn.esm,ARMO,Dragonborn.esm:02920E,DLC2EnchArmorStalhrimHeavyCuirassAlteration06,,ArmorHeavy (Skyrim.esm:06BBD2); VendorItemArmor (Skyrim.esm:08F959); ArmorCuirass (Skyrim.esm:06C0EC); DLC2ArmorMaterialStalhrimHeavy (Dragonborn.esm:024106); Survival_ArmorWarm (Update.esm:002ED9),,2125,38,SkyrimRef_CraftLaborCandidate,candidate-extracted
Dragonborn.esm,ARMO,Dragonborn.esm:0290A5,DLC2EnchArmorStalhrimLightCuirassAlteration03,,ArmorLight (Skyrim.esm:06BBD3); VendorItemArmor (Skyrim.esm:08F959); ArmorCuirass (Skyrim.esm:06C0EC); DLC2ArmorMaterialStalhrimLight (Dragonborn.esm:024107); Survival_ArmorWarm (Update.esm:002ED9),,900,7,SkyrimRef_CraftLaborCandidate,candidate-extracted
Dragonborn.esm,ARMO,Dragonborn.esm:0290A6,DLC2EnchArmorStalhrimLightCuirassAlteration04,,ArmorLight (Skyrim.esm:06BBD3); VendorItemArmor (Skyrim.esm:08F959); ArmorCuirass (Skyrim.esm:06C0EC); DLC2ArmorMaterialStalhrimLight (Dragonborn.esm:024107); Survival_ArmorWarm (Update.esm:002ED9),,900,7,SkyrimRef_CraftLaborCandidate,candidate-extracted
Dragonborn.esm,ARMO,Dragonborn.esm:0290A7,DLC2EnchArmorStalhrimLightCuirassAlteration05,,ArmorLight (Skyrim.esm:06BBD3); VendorItemArmor (Skyrim.esm:08F959); ArmorCuirass (Skyrim.esm:06C0EC); DLC2ArmorMaterialStalhrimLight (Dragonborn.esm:024107); Survival_ArmorWarm (Update.esm:002ED9),,900,7,SkyrimRef_CraftLaborCandidate,candidate-extracted
Dragonborn.esm,ARMO,Dragonborn.esm:014457,DLC2ExpSpiderPoisonSkin,,,,0,0,SkyrimRef_PoisonCandidate,candidate-extracted
Dragonborn.esm,ARMO,Dragonborn.esm:0376EF,DLC2HeartstoneNecklace,,ArmorJewelry (Skyrim.esm:06BBE9); VendorItemJewelry (Skyrim.esm:08F95A); ClothingNecklace (Skyrim.esm:10CD0A),,120,0.5,SkyrimRef_CraftLaborCandidate; SkyrimRef_DaedricMaterialCandidate,candidate-extracted
Dragonborn.esm,ARMO,Dragonborn.esm:03D5D8,DLC2MiraakSkinHider,,ArmorClothing (Skyrim.esm:06BBE8); VendorItemClothing (Skyrim.esm:08F95B); ClothingBody (Skyrim.esm:0A8657); MagicDisallowEnchanting (Skyrim.esm:0C27BD),,0,1,SkyrimRef_CraftLaborCandidate,candidate-extracted
Dragonborn.esm,ARMO,Dragonborn.esm:027118,DLC2SkinAshGuardian,,,,0,0,SkyrimRef_ItemReviewCandidate,candidate-extracted
Dragonborn.esm,ARMO,Dragonborn.esm:02B04B,DLC2SkinAshSpawn,,,,0,0,SkyrimRef_ItemReviewCandidate,candidate-extracted
Dragonborn.esm,ARMO,Dragonborn.esm:025AE6,DLC2SkinMudcrabAsh,,,,0,0,SkyrimRef_ItemReviewCandidate,candidate-extracted
Dragonborn.esm,ARMO,Dragonborn.esm:01DCB7,SkinHMDaedra,,,,0,0,SkyrimRef_DaedricMaterialCandidate,candidate-extracted
Dragonborn.esm,INGR,Dragonborn.esm:01CD74,DLC2AshCreepCluster,,VendorItemIngredient (Skyrim.esm:08CDEB),0,20,0.25,SkyrimRef_ItemReviewCandidate,candidate-extracted
Dragonborn.esm,INGR,Dragonborn.esm:01CD71,DLC2AshHopperJelly,,VendorItemIngredient (Skyrim.esm:08CDEB),0,20,0.25,SkyrimRef_ItemReviewCandidate,candidate-extracted
Dragonborn.esm,INGR,Dragonborn.esm:01CD6D,DLC2GhoulAsh,,VendorItemIngredient (Skyrim.esm:08CDEB),0,20,0.1,SkyrimRef_ItemReviewCandidate,candidate-extracted
Dragonborn.esm,INGR,Dragonborn.esm:016E26,DLC2SpikyGrassAsh01,,VendorItemIngredient (Skyrim.esm:08CDEB),0,1,0.1,SkyrimRef_ItemReviewCandidate,candidate-extracted
Dragonborn.esm,INGR,Dragonborn.esm:017008,DLC2TramaRoot01,,VendorItemIngredient (Skyrim.esm:08CDEB),0,1,0.2,SkyrimRef_PlantMatterCandidate,candidate-extracted
Dragonborn.esm,WEAP,Dragonborn.esm:0317D3,DLC2AshSpawnBattleAxe,,WeapMaterialDraugr (Skyrim.esm:0C5C01); VendorItemWeapon (Skyrim.esm:08F958); WeapTypeBattleaxe (Skyrim.esm:06D932),,,,SkyrimRef_CraftLaborCandidate,candidate-extracted
Dragonborn.esm,WEAP,Dragonborn.esm:030CB2,DLC2AshSpawnWarAxe,,WeapTypeWarAxe (Skyrim.esm:01E712); VendorItemWeapon (Skyrim.esm:08F958); WeapMaterialDraugr (Skyrim.esm:0C5C01),,,,SkyrimRef_CraftLaborCandidate,candidate-extracted
HearthFires.esm,ALCH,HearthFires.esm:003533,BYOHFoodAppleDumpling01,,VendorItemFood (Skyrim.esm:08CDEA),"NoAutoCalc, FoodItem",3,0.1,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
HearthFires.esm,ALCH,HearthFires.esm:0009DB,BYOHFoodBraidedBread01,,VendorItemFood (Skyrim.esm:08CDEA),"NoAutoCalc, FoodItem",2,0.2,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
HearthFires.esm,ALCH,HearthFires.esm:00353C,BYOHFoodButter,,VendorItemFood (Skyrim.esm:08CDEA),"NoAutoCalc, FoodItem",1,0.1,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
HearthFires.esm,ALCH,HearthFires.esm:0117FF,BYOHFoodChickenDumpling01,,VendorItemFood (Skyrim.esm:08CDEA),"NoAutoCalc, FoodItem",3,0.1,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
HearthFires.esm,ALCH,HearthFires.esm:00353E,BYOHFoodClamChowder,,,"NoAutoCalc, FoodItem",5,0.5,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
HearthFires.esm,ALCH,HearthFires.esm:003538,BYOHFoodFlour,,VendorItemFood (Skyrim.esm:08CDEA),"NoAutoCalc, FoodItem",1,0.5,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
HearthFires.esm,ALCH,HearthFires.esm:0009DC,BYOHFoodGarlicBread01,,VendorItemFood (Skyrim.esm:08CDEA),"NoAutoCalc, FoodItem",2,0.1,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
HearthFires.esm,ALCH,HearthFires.esm:00353A,BYOHFoodJazbayCrostata,,VendorItemFood (Skyrim.esm:08CDEA),"NoAutoCalc, FoodItem",5,0.2,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
HearthFires.esm,ALCH,HearthFires.esm:003539,BYOHFoodJuniperBerryCrostata,,VendorItemFood (Skyrim.esm:08CDEA),"NoAutoCalc, FoodItem",5,0.2,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
HearthFires.esm,ALCH,HearthFires.esm:011801,BYOHFoodLavenderDumpling01,,VendorItemFood (Skyrim.esm:08CDEA),"NoAutoCalc, FoodItem",3,0.1,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
HearthFires.esm,ALCH,HearthFires.esm:003534,BYOHFoodMilk,,VendorItemFoodRaw (Skyrim.esm:0A0E56),"NoAutoCalc, FoodItem",2,1,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
HearthFires.esm,ALCH,HearthFires.esm:003540,BYOHFoodMudcrabLegs,,VendorItemFoodRaw (Skyrim.esm:0A0E56),"NoAutoCalc, FoodItem",3,0.1,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
HearthFires.esm,ALCH,HearthFires.esm:00353F,BYOHFoodMudcrabLegsCooked,,VendorItemFood (Skyrim.esm:08CDEA),"NoAutoCalc, FoodItem",4,0.1,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
HearthFires.esm,ALCH,HearthFires.esm:003537,BYOHFoodPotatoBread01A,,VendorItemFood (Skyrim.esm:08CDEA); GiftChildSpecial (Skyrim.esm:0A248C),"NoAutoCalc, FoodItem",2,0.2,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
HearthFires.esm,ALCH,HearthFires.esm:003541,BYOHFoodSalmonCooked02,,VendorItemFood (Skyrim.esm:08CDEA),"NoAutoCalc, FoodItem",4,0.1,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
HearthFires.esm,ALCH,HearthFires.esm:00353B,BYOHFoodSnowberryCrostata,,VendorItemFood (Skyrim.esm:08CDEA),"NoAutoCalc, FoodItem",5,0.2,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
HearthFires.esm,ALCH,HearthFires.esm:003536,BYOHFoodWineBottle03,,VendorItemFood (Skyrim.esm:08CDEA),"NoAutoCalc, FoodItem",40,0.5,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
HearthFires.esm,ALCH,HearthFires.esm:003535,BYOHFoodWineBottle04,,VendorItemFood (Skyrim.esm:08CDEA),"NoAutoCalc, FoodItem",100,0.5,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
HearthFires.esm,ALCH,Skyrim.esm:0EBA01,FoodAppleCabbageStew,,,"NoAutoCalc, FoodItem",8,0.5,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
HearthFires.esm,ALCH,Skyrim.esm:0F4314,FoodBeefStew,,,"NoAutoCalc, FoodItem",8,0.5,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
HearthFires.esm,ALCH,Skyrim.esm:0F431B,FoodCabbagePotatoSoup,,,"NoAutoCalc, FoodItem",5,0.5,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
HearthFires.esm,ALCH,Skyrim.esm:0F4320,FoodElsweyrFondue,,,"NoAutoCalc, FoodItem",5,0.5,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
HearthFires.esm,ALCH,Skyrim.esm:0F4315,FoodHorkerStew,,,"NoAutoCalc, FoodItem",8,0.5,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
HearthFires.esm,ALCH,HearthFires.esm:00353D,FoodPotatoSoup,,,"NoAutoCalc, FoodItem",5,0.5,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
HearthFires.esm,ALCH,Skyrim.esm:064B3B,FoodSalmonCooked01,,VendorItemFood (Skyrim.esm:08CDEA),"NoAutoCalc, FoodItem",4,0.1,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
HearthFires.esm,ALCH,Skyrim.esm:0F431C,FoodTomatoSoup,,,"NoAutoCalc, FoodItem",5,0.5,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
HearthFires.esm,ALCH,Skyrim.esm:0F431E,FoodVegetableSoup,,,"NoAutoCalc, FoodItem",5,0.5,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
HearthFires.esm,ALCH,Skyrim.esm:0F431D,FoodVenisonStew,,,"NoAutoCalc, FoodItem",8,0.5,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
HearthFires.esm,INGR,HearthFires.esm:003545,BYOHSalmonRoe01,,VendorItemIngredient (Skyrim.esm:08CDEB); VendorItemFoodRaw (Skyrim.esm:0A0E56),0,5,0.2,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
Skyrim.esm,ALCH,Skyrim.esm:065A64,CurePoison,Cure Poison,,0,31,0.5,SkyrimRef_PoisonCandidate,candidate-extracted
Skyrim.esm,ALCH,Skyrim.esm:0E2D3D,CW01BWraithPoison,Ice Wraith Bane,VendorItemPoison (Skyrim.esm:08CDED),Poison,221,0.5,SkyrimRef_PoisonCandidate,candidate-extracted
Skyrim.esm,ALCH,Skyrim.esm:10211A,DA03FoodMammothMeat,Mammoth Snout,,"NoAutoCalc, FoodItem",6,3,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
Skyrim.esm,ALCH,Skyrim.esm:058CFB,DB03Poison,Lotus Extract,,Poison,86,0.5,SkyrimRef_PoisonCandidate,candidate-extracted
Skyrim.esm,ALCH,Skyrim.esm:05629E,DefaultPoison,,VendorItemPoison (Skyrim.esm:08CDED),Poison,3,0.5,SkyrimRef_PoisonCandidate,candidate-extracted
Skyrim.esm,ALCH,Skyrim.esm:0CADFB,FavorFoodMarkarthSpicedBeef,Spiced Beef,VendorItemFood (Skyrim.esm:08CDEA),"NoAutoCalc, FoodItem",4,0.5,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
Skyrim.esm,ALCH,Skyrim.esm:0D055E,FavorSorexRum,Stros M'Kai Rum,VendorItemFood (Skyrim.esm:08CDEA),NoAutoCalc,12,0.5,SkyrimRef_FoodOrMeatCandidate; SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ALCH,Skyrim.esm:064B2E,FoodApple,Red Apple,VendorItemFood (Skyrim.esm:08CDEA); GiftChildSpecial (Skyrim.esm:0A248C),"NoAutoCalc, FoodItem",3,0.1,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
Skyrim.esm,ALCH,Skyrim.esm:064B2F,FoodApple02,Green Apple,VendorItemFood (Skyrim.esm:08CDEA); GiftChildSpecial (Skyrim.esm:0A248C),"NoAutoCalc, FoodItem",3,0.1,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
Skyrim.esm,ALCH,Skyrim.esm:0EBA01,FoodAppleCabbageStew,Apple Cabbage Stew,,"NoAutoCalc, FoodItem",8,0.5,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
Skyrim.esm,ALCH,Skyrim.esm:065C99,FoodBeef,Raw Beef,VendorItemFood (Skyrim.esm:08CDEA),"NoAutoCalc, FoodItem",4,0.2,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
Skyrim.esm,ALCH,Skyrim.esm:0721E8,FoodBeefCooked,Cooked Beef,VendorItemFood (Skyrim.esm:08CDEA),"NoAutoCalc, FoodItem",5,0.5,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
Skyrim.esm,ALCH,Skyrim.esm:0F4314,FoodBeefStew,Beef Stew,,"NoAutoCalc, FoodItem",8,0.5,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
Skyrim.esm,ALCH,Skyrim.esm:02C35A,FoodBlackBriarMead,Black-Briar Mead,VendorItemFood (Skyrim.esm:08CDEA),"NoAutoCalc, FoodItem",25,0.2,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
Skyrim.esm,ALCH,Skyrim.esm:0F693F,FoodBlackBriarMeadPrivateReserve,Black-Briar Reserve,VendorItemFood (Skyrim.esm:08CDEA),"NoAutoCalc, FoodItem",100,0.5,SkyrimRef_FoodOrMeatCandidate,candidate-extracted
