plugin,formid,editor_id,name,type,teaches,keywords,value,modding_use,validation
Dawnguard.esm,Dawnguard.esm:01957E,DLC1RuunvaldJournal06,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),5,spell-learned/book-read candidate,candidate-extracted
Dawnguard.esm,Dawnguard.esm:0050CA,DLC1RV03Letter,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dawnguard.esm,Dawnguard.esm:015D88,DLC1SoulCairnRJPOI2Note,,BookOrTome,RawContent:,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dawnguard.esm,Dawnguard.esm:0045B0,DLC1SpellTomeConjureBoneman,,BookOrTome,Spell:DLC1ConjureBoneman (Dawnguard.esm:0045BA),VendorItemBook (Skyrim.esm:0937A2); VendorItemSpellTome (Skyrim.esm:0937A5),75,spell-learned/book-read candidate,candidate-extracted
Dawnguard.esm,Dawnguard.esm:0045B1,DLC1SpellTomeConjureMistman,,BookOrTome,Spell:DLC1ConjureMistman (Dawnguard.esm:0045B8),VendorItemBook (Skyrim.esm:0937A2); VendorItemSpellTome (Skyrim.esm:0937A5),75,spell-learned/book-read candidate,candidate-extracted
Dawnguard.esm,Dawnguard.esm:0045B2,DLC1SpellTomeConjureWrathman,,BookOrTome,Spell:DLC1ConjureWrathman (Dawnguard.esm:0045B3),VendorItemBook (Skyrim.esm:0937A2); VendorItemSpellTome (Skyrim.esm:0937A5),75,spell-learned/book-read candidate,candidate-extracted
Dawnguard.esm,Dawnguard.esm:00E8D6,DLC1SpellTomeHealUndead,,BookOrTome,Spell:DLC1HealUndead (Dawnguard.esm:00E8D4),VendorItemBook (Skyrim.esm:0937A2); VendorItemSpellTome (Skyrim.esm:0937A5),370,spell-learned/book-read candidate,candidate-extracted
Dawnguard.esm,Dawnguard.esm:00E8D5,DLC1SpellTomeNecromanticHealing,,BookOrTome,Spell:DLC1NecromanticHealing (Dawnguard.esm:00E8D2),VendorItemBook (Skyrim.esm:0937A2); VendorItemSpellTome (Skyrim.esm:0937A5),115,spell-learned/book-read candidate,candidate-extracted
Dawnguard.esm,Dawnguard.esm:003F4E,DLC1SpellTomeStendarrsAura,,BookOrTome,Spell:DLC1StendarrsAura (Dawnguard.esm:0038B5),VendorItemBook (Skyrim.esm:0937A2); VendorItemSpellTome (Skyrim.esm:0937A5),335,spell-learned/book-read candidate,candidate-extracted
Dawnguard.esm,Dawnguard.esm:003F51,DLC1SpellTomeSunFire,,BookOrTome,Spell:DLC1SunFire (Dawnguard.esm:003F52),VendorItemBook (Skyrim.esm:0937A2); VendorItemSpellTome (Skyrim.esm:0937A5),80,spell-learned/book-read candidate,candidate-extracted
Dawnguard.esm,Dawnguard.esm:003F4D,DLC1SpellTomeVampiresBane,,BookOrTome,Spell:DLC1VampiresBane (Dawnguard.esm:0038B6),VendorItemBook (Skyrim.esm:0937A2); VendorItemSpellTome (Skyrim.esm:0937A5),340,spell-learned/book-read candidate,candidate-extracted
Dawnguard.esm,Dawnguard.esm:0188C8,DLC1VCNote1,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dawnguard.esm,Dawnguard.esm:00D070,DLC1VQ01Book,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),11,spell-learned/book-read candidate,candidate-extracted
Dawnguard.esm,Dawnguard.esm:006E58,DLC1VQ03HunterStage55Note,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dawnguard.esm,Dawnguard.esm:0126C5,DLC1VQ03MalkusNote,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dawnguard.esm,Dawnguard.esm:003C4B,DLC1VQ04ValericaBook,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),10,spell-learned/book-read candidate,candidate-extracted
Dawnguard.esm,Dawnguard.esm:003F79,DLC1VQSaintFinalBook,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),1250,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:016E22,DLC2BlackBook01,,BookOrTome,RawContent:4294967295,,2000,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:016E2C,DLC2BlackBook02,,BookOrTome,RawContent:4294967295,,2000,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:016E2D,DLC2BlackBook03,,BookOrTome,RawContent:4294967295,,2000,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E99C,DLC2BlackBook04,,BookOrTome,RawContent:4294967295,,2000,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E99D,DLC2BlackBook05,,BookOrTome,RawContent:4294967295,,2000,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E99E,DLC2BlackBook06,,BookOrTome,RawContent:4294967295,,2000,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E99F,DLC2BlackBook07,,BookOrTome,RawContent:4294967295,,2000,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:032198,DLC2BlackBookGeneric,,BookOrTome,RawContent:4294967295,,2,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:028264,DLC2Book1CheapConfessionsofaDunmerSkoomaEater,,BookOrTome,RawContent:,VendorItemBook (Skyrim.esm:0937A2),3,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:02826E,DLC2Book1CheapPoisonSong1,,BookOrTome,RawContent:,VendorItemBook (Skyrim.esm:0937A2),3,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:02826F,DLC2Book1CheapPoisonSong2,,BookOrTome,RawContent:,VendorItemBook (Skyrim.esm:0937A2),3,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:028270,DLC2Book1CheapPoisonSong3,,BookOrTome,RawContent:,VendorItemBook (Skyrim.esm:0937A2),3,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:028271,DLC2Book1CheapPoisonSong4,,BookOrTome,RawContent:,VendorItemBook (Skyrim.esm:0937A2),3,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:028272,DLC2Book1CheapPoisonSong5,,BookOrTome,RawContent:,VendorItemBook (Skyrim.esm:0937A2),3,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:028273,DLC2Book1CheapPoisonSong6,,BookOrTome,RawContent:,VendorItemBook (Skyrim.esm:0937A2),3,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:028274,DLC2Book1CheapPoisonSong7,,BookOrTome,RawContent:,VendorItemBook (Skyrim.esm:0937A2),3,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:028261,DLC2Book2CommonBonePartI,,BookOrTome,RawContent:,VendorItemBook (Skyrim.esm:0937A2),6,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:028262,DLC2Book2CommonBonePartII,,BookOrTome,RawContent:,VendorItemBook (Skyrim.esm:0937A2),6,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:028267,DLC2Book2CommonFiveFarStars,,BookOrTome,RawContent:,VendorItemBook (Skyrim.esm:0937A2),7,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:028268,DLC2Book2CommonHouseofTroubles,,BookOrTome,RawContent:,VendorItemBook (Skyrim.esm:0937A2),7,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03AF1B,DLC2Book2CommonRavenRock01,,BookOrTome,RawContent:,,7,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03AF1C,DLC2Book2CommonRavenRock02,,BookOrTome,RawContent:,,7,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03AF1D,DLC2Book2CommonRavenRock03,,BookOrTome,RawContent:,,7,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03B063,DLC2Book2CommonRedYear01,,BookOrTome,RawContent:,VendorItemBook (Skyrim.esm:0937A2),6,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03B064,DLC2Book2CommonRedYear02,,BookOrTome,RawContent:,VendorItemBook (Skyrim.esm:0937A2),6,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:02826D,DLC2Book2CommonTheAxeMan,,BookOrTome,RawContent:,VendorItemBook (Skyrim.esm:0937A2),6,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03B052,DLC2Book2CommonTheReclamations,,BookOrTome,RawContent:,VendorItemBook (Skyrim.esm:0937A2),6,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03B3A5,DLC2Book2CommonThirskARevisedHistory,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),3,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:028275,DLC2Book2CommonTrueNoblesCode,,BookOrTome,RawContent:,VendorItemBook (Skyrim.esm:0937A2),7,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:028277,DLC2Book2CommonWordsoftheWind,,BookOrTome,RawContent:,VendorItemBook (Skyrim.esm:0937A2),5,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:028265,DLC2Book2ReligiousDoorsoftheSpirit,,BookOrTome,RawContent:,VendorItemBook (Skyrim.esm:0937A2),5,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:028269,DLC2Book2ReligiousLivesoftheSaints,,BookOrTome,RawContent:,VendorItemBook (Skyrim.esm:0937A2),5,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:028263,DLC2Book3ValuableChangedOnes,,BookOrTome,RawContent:,VendorItemBook (Skyrim.esm:0937A2),11,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03ABCC,DLC2Book3ValuableChildrenOfTheAllMaker,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),11,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:02826C,DLC2Book3ValuableTheAnticipations,,BookOrTome,RawContent:,VendorItemBook (Skyrim.esm:0937A2),14,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:029102,DLC2Book3ValuableTrap,,BookOrTome,RawContent:,VendorItemBook (Skyrim.esm:0937A2),13,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:028276,DLC2Book3ValuableVarietiesofFaithintheEmpire,,BookOrTome,RawContent:,VendorItemBook (Skyrim.esm:0937A2),13,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:028266,DLC2Book3ValuableWherewereyouDragonBroke,,BookOrTome,RawContent:,VendorItemBook (Skyrim.esm:0937A2),13,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:033BD8,DLC2Book4RareAhzidalsDescent,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),16,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03661A,DLC2Book4RareDeathbrand,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),22,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03ABCD,DLC2Book4RareGuardianAndTheTraitor,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),20,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:02826A,DLC2Book4RareNchunaksFireandFaith,,BookOrTome,RawContent:,VendorItemBook (Skyrim.esm:0937A2),20,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:02826B,DLC2Book4RareNerevaratRedMountain,,BookOrTome,RawContent:,VendorItemBook (Skyrim.esm:0937A2),30,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:031CC8,DLC2dunBloodskalNote01,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:032CD5,DLC2dunFahlbtharzJournal01,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),25,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03B53E,DLC2dunFahlbtharzJournal02,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),25,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03780A,DLC2dunGyldenhulNote,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:0374D6,DLC2dunKagrumezRalethJournal01,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),5,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:0365FF,DLC2dunKolbjornCourierNote01,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:036600,DLC2dunKolbjornCourierNote02,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:036601,DLC2dunKolbjornCourierNote03,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:036602,DLC2dunKolbjornCourierNote04,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:0277F1,DLC2dunKolbjornMinersNote,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:018108,DLC2dunKolbjornRalisJournal01,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),5,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01810F,DLC2dunKolbjornRalisJournal02,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),5,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:018110,DLC2dunKolbjornRalisJournal03,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),5,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:018111,DLC2dunKolbjornRalisJournal04,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),5,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:0181CB,DLC2dunKolbjornRalisJournal05,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),5,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01DA0F,DLC2ExpSpiderCrftBookFireBomb,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01DA10,DLC2ExpSpiderCrftBookFireBomb2x,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01DA11,DLC2ExpSpiderCrftBookFireCloak,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01DA12,DLC2ExpSpiderCrftBookFireCloak2x,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01DA13,DLC2ExpSpiderCrftBookFireJumping,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01DA14,DLC2ExpSpiderCrftBookFireJumping2x,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:026D3F,DLC2ExpSpiderCrftBookFrostBomb,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:026D40,DLC2ExpSpiderCrftBookFrostBomb2x,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:026D41,DLC2ExpSpiderCrftBookFrostCloak,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:026D42,DLC2ExpSpiderCrftBookFrostCloak2x,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:026D43,DLC2ExpSpiderCrftBookFrostJumping,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:026D44,DLC2ExpSpiderCrftBookFrostJumping2x,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:027496,DLC2ExpSpiderCrftBookGlowing,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01DA1C,DLC2ExpSpiderCrftBookMindControl,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:027498,DLC2ExpSpiderCrftBookOil,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:0274A1,DLC2ExpSpiderCrftBookPackmule,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01DA15,DLC2ExpSpiderCrftBookPoisonBomb,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01DA16,DLC2ExpSpiderCrftBookPoisonBomb2x,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01DA19,DLC2ExpSpiderCrftBookPoisonCloak,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01DA1A,DLC2ExpSpiderCrftBookPoisonCloak2x,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01DA17,DLC2ExpSpiderCrftBookPoisonJumping,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01DA18,DLC2ExpSpiderCrftBookPoisonJumping2x,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:026D55,DLC2ExpSpiderCrftBookShockBomb,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:026D56,DLC2ExpSpiderCrftBookShockBomb2x,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:026D57,DLC2ExpSpiderCrftBookShockCloak,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:026D58,DLC2ExpSpiderCrftBookShockCloak2x,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:026D59,DLC2ExpSpiderCrftBookShockJumping,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:026D5A,DLC2ExpSpiderCrftBookShockJumping2x,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:017072,DLC2ExpSpiderExperimentJournal,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),5,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:030C9A,DLC2FrostmothLetter01,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),5,spell-learned/book-read candidate,candidate-extracted
